stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"207067","207067","Owen St Before Sydney Rd","-33.77089009","151.18256419","","G207067","0","Level 0",""
"207068","207068","Tryon Rd At Loombah Av","-33.76936274","151.18243590","","G207068","0","Level 0",""
"207069","207069","Lindfield East Public School, Tryon Rd","-33.76784583","151.18491889","","G207069","0","Level 0",""
"207070","207070","East Lindfield Community Hall, Crana Av","-33.76787635","151.18693779","","G207070","0","Level 0",""
"207076","207076","Ulmarra Pl After Wellington Rd","-33.76464152","151.19594984","","G207076","0","Level 0",""
"207077","207077","Wellington Rd Opp Wellington Sportsground","-33.76401287","151.19377239","","G207020","0","Level 0",""
"207078","207078","Wellington Rd At Coopernook Av","-33.76427332","151.19035459","","G207019","0","Level 0",""
"207079","207079","Wellington Rd After Sylvan Av","-33.76576783","151.18879847","","G207079","0","Level 0",""
"207083","207083","Owen St At Sydney Rd","-33.77096447","151.18276200","","G207083","0","Level 0",""
"207084","207084","Owen St At Archbold Rd","-33.77214062","151.18022994","","G207066","0","Level 0",""
"207114","207114","Pacific Hwy Before Killara Pl","-33.76445196","151.15661876","","G207114","0","Level 0",""
"207117","207117","Pacific Hwy At Powell St","-33.76384499","151.15644917","","G207117","0","Level 0",""
"207412","207412","Pacific Hwy Opp Duff St","-33.73249869","151.12641071","","G207412","0","Level 0",""
"2074159","2074159","Pacific Hwy At Duff St","-33.73292905","151.12647448","","G2074159","0","Level 0",""
"2076119","2076119","Malsbury Rd Opp Normanhurst Station","-33.72037360","151.09714759","","207620","0","Level 0",""
"207620","","Normanhurst Station","-33.72082663","151.09707210","1","","0","",""
"207620_DP1","","FTB Denman Pde","-33.72095472","151.09701350","3","207620","","Level 1",""
"207620_DP2","","FTB Malsbury Rd","-33.72083235","151.09689985","3","207620","","Level 1",""
"207620_ENT1","","ENT Denman Pde","-33.72087631","151.09720386","2","207620","1","Level 0",""
"207620_ENT2","","STR/LFT Denman Pde","-33.72105618","151.09694285","2","207620","2","Level 0",""
"207620_ENT3","","STR/LFT Malsbury Rd","-33.72073053","151.09698127","2","207620","2","Level 0",""
"2076231","2076231","Normanhurst Station, Platform 1","-33.72082377","151.09715823","","207620","1","Level 0","1"
"2076232","2076232","Normanhurst Station, Platform 2","-33.72079136","151.09704886","","207620","1","Level 0","2"
"207625","207625","Pacific Hwy Opp Abbotsleigh College","-33.71911708","151.11512698","","G207625","0","Level 0",""
"207652","207652","Normanhurst Station, Malsbury Rd","-33.72087043","151.09656740","","207620","0","Level 0",""
"207653","207653","Normanhurst Station, Denman Pde","-33.72077674","151.09775983","","207620","1","Level 0",""
"207662","207662","Denman Pde Opp Normanhurst Station","-33.72089333","151.09777616","","207620","1","Level 0",""
"208764","208764","Killarney High School, Melwood Av","-33.77299759","151.21536775","","G208764","0","Level 0",""
"208811","208811","Spit West Reserve, Spit Rd","-33.80617679","151.24642910","","G208811","0","Level 0",""
"208812","208812","Spit East Reserve, Spit Rd","-33.80526390","151.24651344","","G208812","0","Level 0",""
"2088176","2088176","Military Rd At Prince St","-33.82640419","151.23228471","","G2088176","0","Level 0",""
"2088178","2088178","Military Rd At Bond St","-33.82425523","151.23713361","","G2088178","0","Level 0",""
"208818","208818","Spit Junction, Military Rd","-33.82471914","151.24145301","","G208818","0","Level 0",""
"2088180","2088180","Spit Junction B-Line, Spit Rd","-33.82400673","151.24147175","","2088233","0","Level 0",""
"2088181","2088181","Spit Rd At Awaba St","-33.82136051","151.24374809","","G2088181","0","Level 0",""
"2088182","2088182","Spit Rd Opp Parriwi Rd","-33.81721855","151.24341361","","G2088182","0","Level 0",""
"2088184","2088184","Spit Rd Before Medusa St","-33.81357450","151.24379462","","G2088184","0","Level 0",""
"2088185","2088185","Spit Rd At Pearl Bay Av","-33.81018439","151.24491132","","G2088185","0","Level 0",""
"2088186","2088186","Spit Rd Opp Medusa St","-33.81284211","151.24465426","","G2088186","0","Level 0",""
"2088187","2088187","Spit Rd Opp Bickell Rd","-33.81701399","151.24359778","","G2088187","0","Level 0",""
"2088188","2088188","Spit Rd At Stanton Rd","-33.81915102","151.24407053","","G2088188","0","Level 0",""
"2088189","2088189","Spit Rd After Awaba St","-33.82174169","151.24392887","","G2088189","0","Level 0",""
"2088192","2088192","Military Rd At Wudgong St","-33.82446980","151.23770556","","G2088192","0","Level 0",""
"2088194","2088194","Military Rd Opp Prince St","-33.82623572","151.23272980","","G2088194","0","Level 0",""
"2088233","","Spit Junction B-Line","-33.82406709","151.24155030","1","","0","",""
"2088243","2088243","Spit Junction B-Line, Spit Rd","-33.82414470","151.24165129","","2088233","0","Level 0",""
"208846","208846","Military Rd At Almora St","-33.82712404","151.24408731","","G208846","0","Level 0",""
"208847","208847","Military Rd Opp Mosman High School","-33.82882472","151.24414991","","G208847","0","Level 0",""
"208848","208848","Military Rd After Raglan St","-33.83139190","151.24442815","","G208848","0","Level 0",""
"208849","208849","Bradleys Head Rd At King Max St","-33.83445331","151.24578893","","G208849","0","Level 0",""
"208850","208850","Bradleys Head Rd After Ellamatta Rd","-33.83547583","151.24644418","","G208850","0","Level 0",""
"208851","208851","Bradleys Head Rd Opp Union St","-33.83666041","151.24631933","","G208851","0","Level 0",""
"208852","208852","Bradleys Head Rd At Thompson St","-33.83881045","151.24510864","","G208859","0","Level 0",""
"208853","208853","Bradleys Head Rd Opp Whiting Beach Rd","-33.84084726","151.24378430","","G208858","0","Level 0",""
"208855","208855","Taronga Zoo, Bradleys Head Rd","-33.84209175","151.24348962","","G208855","0","Level 0",""
"208858","208858","Bradleys Head Rd At Whiting Beach Rd","-33.84074491","151.24361728","","G208858","0","Level 0",""
"208859","208859","Bradleys Head Rd At Thompson St","-33.83923229","151.24463287","","G208859","0","Level 0",""
"208860","208860","Bradleys Head Rd At Union St","-33.83686305","151.24592989","","G208860","0","Level 0",""
"208861","208861","Bradleys Head Rd At Queen St","-33.83508522","151.24601457","","G208861","0","Level 0",""
"208862","208862","Bradleys Head Rd At Prince Albert St","-33.83210951","151.24425855","","G208862","0","Level 0",""
"208863","208863","Military Rd At Raglan St","-33.83132738","151.24420903","","G208863","0","Level 0",""
"208864","208864","Mosman High School, Military Rd","-33.82936096","151.24401452","","G208847","0","Level 0",""
"208869","208869","Military Rd At Gouldsbury St","-33.82805640","151.24396074","","G208869","0","Level 0",""
"208870","208870","Military Rd Opp Almora St","-33.82680054","151.24380142","","G208846","0","Level 0",""
"208871","208871","Spit Junction, Military Rd","-33.82493130","151.24157146","","G208818","0","Level 0",""
"208872","208872","Raglan St Opp Martens Lane","-33.83081522","151.24469109","","G208872","0","Level 0",""
"208911","208911","Watson Street Interchange, Stand B","-33.83015556","151.21801415","","G208911","0","Level 0",""
"208913","208913","Neutral Bay Junction, Military Rd, Stand B","-33.83164465","151.22293488","","208953","0","Level 0",""
"208944","208944","Neutral Bay Junction, Military Rd, Stand D","-33.83150257","151.22366202","","208953","0","Level 0",""
"208945","208945","Neutral Bay Junction, Military Rd, Stand C","-33.83164847","151.22308622","","208953","0","Level 0",""
"208947","208947","Big Bear Shopping Centre, Military Rd","-33.82990656","151.21844453","","G208947","0","Level 0",""
"208948","208948","Neutral Bay Junction, Military Rd, Stand E","-33.83120897","151.22171506","","208953","0","Level 0",""
"208953","","Neutral Bay Junction, Military Rd","-33.83153708","151.22291879","1","","0","",""
"208960","208960","Military Rd Opp Big Bear Shopping Centre","-33.83032007","151.21873478","","G208960","0","Level 0",""
"209021","209021","Military Rd Opp Hampden Av","-33.83085851","151.22483944","","G209021","0","Level 0",""
"209036","209036","Military Rd At Spencer Rd","-33.82902679","151.22859247","","G209036","0","Level 0",""
"209058","209058","Military Rd Opp Holt Av","-33.82948063","151.22770801","","G209058","0","Level 0",""
"209211","209211","Manly Rd Opp Avona Cres","-33.79951895","151.24955309","","G209211","0","Level 0",""
"209212","209212","Manly Rd At Avona Cres","-33.79991902","151.24892538","","G209212","0","Level 0",""
"2093100","2093100","Woodland St At Bareena Dr","-33.80717540","151.26003437","","G2093100","0","Level 0",""
"2093104","2093104","Woodland St Before Alder St","-33.80863460","151.25952400","","G209396","0","Level 0",""
"2093105","2093105","Alma St At Moore St","-33.80941429","151.25860212","","G2093105","0","Level 0",""
"2093109","2093109","Beatrice St Opp Moore St","-33.80933723","151.25561939","","G209394","0","Level 0",""
"209311","209311","Balgowlah Golf Club, Sydney Rd","-33.79566049","151.25405634","","G209311","0","Level 0",""
"2093110","2093110","Beatrice St Before Gordon St","-33.80700671","151.25605424","","G2093110","0","Level 0",""
"2093111","2093111","Beatrice St Opp Ernest St","-33.80450195","151.25657755","","G2093125","0","Level 0",""
"2093112","2093112","Beatrice St At The Walk","-33.80274292","151.25690041","","G2093124","0","Level 0",""
"2093113","2093113","Beatrice St At New St","-33.80073843","151.25728662","","G2093113","0","Level 0",""
"2093114","2093114","Seaview St At Upper Beach St","-33.79837310","151.25794630","","G2093114","0","Level 0",""
"2093115","2093115","Upper Beach St At Kareema St","-33.79796605","151.25590806","","G2093115","0","Level 0",""
"2093117","","Manly Vale B-Line","-33.78624798","151.26674322","1","","0","",""
"209312","209312","Sydney Rd Before Wanganella St","-33.79467077","151.25740654","","G209312","0","Level 0",""
"209313","209313","Sydney Rd At Rickard St","-33.79405736","151.25951277","","G209313","0","Level 0",""
"2093136","2093136","Maretimo St At Sydney Rd","-33.79554988","151.25543215","","G2093136","0","Level 0",""
"209314","209314","Sydney Rd Before Woodland St","-33.79396194","151.26227058","","G209314","0","Level 0",""
"2093141","2093141","Sydney Rd After Hill St","-33.79505532","151.26868092","","G2093141","0","Level 0",""
"2093142","2093142","Sydney Rd Before Condamine St","-33.79461194","151.26561576","","G2093142","0","Level 0",""
"209315","209315","Sydney Rd At Condamine St","-33.79428459","151.26440167","","G209315","0","Level 0",""
"209316","209316","Condamine St Opp Balgowlah Uniting Church","-33.79408941","151.26483441","","G209329","0","Level 0",""
"209317","209317","Condamine St At Griffiths St","-33.79218385","151.26522534","","G209317","0","Level 0",""
"209318","209318","Condamine St At Balgowlah Rd","-33.78993427","151.26566390","","G209327","0","Level 0",""
"209319","209319","Condamine St Opp Manly Vale Community Centre","-33.78315261","151.26740945","","G209319","0","Level 0",""
"209320","209320","St Kieran's Church, Codamine St","-33.78240912","151.26754514","","G209320","0","Level 0",""
"209321","209321","Condamine St After Gordon St","-33.78133209","151.26768584","","G209321","0","Level 0",""
"209322","209322","Miller Reserve, Condamine St","-33.77827475","151.26699447","","G209322","0","Level 0",""
"209323","209323","Condamine St At Gordon St","-33.78146816","151.26791918","","G209323","0","Level 0",""
"209324","209324","Manly Vale Community Centre, Condamine St","-33.78317888","151.26769129","","G209324","0","Level 0",""
"209325","209325","Manly Vale B-Line, Condamine St","-33.78632594","151.26683342","","2093117","0","Level 0",""
"209326","209326","Manly Vale B-Line, Condamine St","-33.78613478","151.26662969","","2093117","0","Level 0",""
"209327","209327","Condamine St At Balgowlah Rd","-33.79004634","151.26580975","","G209327","0","Level 0",""
"209328","209328","Condamine St At Griffiths St","-33.79182449","151.26545567","","G209317","0","Level 0",""
"209329","209329","Balgowlah Uniting Church, Condamine St","-33.79396614","151.26501174","","G209329","0","Level 0",""
"209330","209330","Sydney Rd At Woodland St","-33.79424915","151.26308338","","G209330","0","Level 0",""
"209331","209331","Sydney Rd At West St","-33.79406310","151.26012816","","G209331","0","Level 0",""
"209332","209332","Sydney Rd At Wanganella St","-33.79461474","151.25824548","","G209332","0","Level 0",""
"209334","209334","Sydney Rd At Coral St","-33.79579993","151.25419274","","G209334","0","Level 0",""
"209335","209335","Manly Rd At Heaton Av","-33.79892626","151.25158499","","G209335","0","Level 0",""
"209376","209376","White St At Jackson St","-33.79656695","151.26275604","","G209376","0","Level 0",""
"209379","209379","Woodland St At Lower Beach St","-33.79856236","151.26185151","","G209379","0","Level 0",""
"209382","209382","Bungaloe Av After Lower Beach St","-33.80013909","151.26263128","","G209382","0","Level 0",""
"209399","209399","Woodland St After Ernest St","-33.80515143","151.26046272","","G209399","0","Level 0",""
"209438","209438","Sydney Rd Opp Crescent St","-33.79605706","151.27771994","","G209438","0","Level 0",""
"209440","209440","Sydney Rd Opp Cohen St","-33.79578974","151.27555915","","G209440","0","Level 0",""
"209441","209441","Sydney Rd At Bellevue St","-33.79509664","151.27320451","","G209441","0","Level 0",""
"209442","209442","Sydney Rd At Austin St","-33.79507848","151.27139068","","G209442","0","Level 0",""
"209511","209511","Manly Wharf, Belgrave St, Stand E","-33.79758805","151.28473518","","G209513","0","Level 0",""
"209537","209537","Sydney Rd Opp Ivanhoe Park","-33.79659085","151.28284008","","G209540","0","Level 0",""
"209538","209538","Sydney Rd Opp Birkley Rd","-33.79620033","151.28059758","","G209538","0","Level 0",""
"210011","210011","Condamine St After James St","-33.77455630","151.26614087","","G210011","0","Level 0",""
"2100110","2100110","Condamine St At Pozieres Pde","-33.77134757","151.26565789","","G2100110","0","Level 0",""
"2100111","2100111","Warringah Mall, Pittwater Rd, Stand D","-33.76752327","151.26838074","","210020","0","Level 0",""
"2100145","2100145","Warringah Mall, Pittwater Rd, Stand B","-33.76753081","151.26868318","","210020","0","Level 0",""
"210020","","Warringah Mall, Pittwater Rd","-33.76752592","151.26856427","1","","0","",""
"210028","210028","Condamine St Opp Warringah Golf Club","-33.77590589","151.26671497","","G210028","0","Level 0",""
"2110105","2110105","Mary St Opp St Joseph's College","-33.83033054","151.13773141","","G2110105","0","Level 0",""
"2110107","2110107","Woolwich Rd At Tiree Av","-33.83931395","151.16310724","","G2110107","0","Level 0",""
"2110108","2110108","Woolwich Rd Before Serpentine Rd","-33.83927190","151.16381783","","G2110108","0","Level 0",""
"211011","211011","Burns Bay Rd At Gladesville Rd","-33.83434491","151.14535343","","G211011","0","Level 0",""
"211012","211012","Burns Bay Rd At Church St","-33.83401865","151.14621220","","G211012","0","Level 0",""
"211014","211014","Princes St At Pittwater Rd","-33.82195796","151.13484449","","G211032","0","Level 0",""
"211015","211015","Princes St At Blaxland St","-33.82281577","151.13666710","","G211015","0","Level 0",""
"211016","211016","Princes St At Park Rd","-33.82401200","151.13914302","","G211016","0","Level 0",""
"211017","211017","Boronia Park, Park Rd","-33.82642748","151.13778057","","G211029","0","Level 0",""
"211018","211018","Ryde Rd At Abigail St","-33.82845769","151.13903373","","G211028","0","Level 0",""
"211019","211019","Ryde Rd Opp St Joseph's College","-33.83093238","151.14126931","","G211027","0","Level 0",""
"211021","211021","Gladesville Rd Before Joubert St North","-33.83372301","151.14455679","","G211021","0","Level 0",""
"211023","211023","Hunters Hill High School, The Avenue","-33.83382852","151.14784412","","G211023","0","Level 0",""
"211024","211024","Marist Sisters College, Woolwich Rd, Stand B","-33.83989274","151.16810219","","G211042","0","Level 0",""
"211025","211025","Gladesville Rd At Howard Pl","-33.83380658","151.14421533","","G211025","0","Level 0",""
"211027","211027","St Joseph's College, Ryde Rd","-33.83124505","151.14134919","","G211027","0","Level 0",""
"211028","211028","Ryde Rd Opp Abigail St","-33.82875346","151.13908040","","G211028","0","Level 0",""
"211029","211029","Park Rd Opp Boronia Park","-33.82564081","151.13813126","","G211029","0","Level 0",""
"211030","211030","Park Rd At Princes St","-33.82434128","151.13899698","","G211030","0","Level 0",""
"211031","211031","Princes St At Blaxland St","-33.82323271","151.13712983","","G211015","0","Level 0",""
"211032","211032","Princes St At Pittwater Rd","-33.82207925","151.13472079","","G211032","0","Level 0",""
"211034","211034","The Point Rd Opp Angelo St","-33.83765709","151.17531395","","G211034","0","Level 0",""
"211035","211035","The Point Rd At Hunter St","-33.83842457","151.17260883","","G211035","0","Level 0",""
"211036","211036","The Point Rd Opp Hunter St","-33.83831955","151.17251734","","G211036","0","Level 0",""
"211037","211037","The Point Rd At Angelo St","-33.83755646","151.17509310","","G211037","0","Level 0",""
"211038","211038","Woolwich Rd At Gale St","-33.84033554","151.17125501","","G211038","0","Level 0",""
"211039","211039","Woolwich Rd At Franki Av","-33.84040375","151.17083722","","G211039","0","Level 0",""
"211040","211040","Woolwich Rd At Margaret St","-33.84016220","151.16892511","","G211040","0","Level 0",""
"211041","211041","Woolwich Rd Opp Elgin St","-33.84002932","151.16912380","","G211041","0","Level 0",""
"211042","211042","Woolwich Rd Opp Marist Sisters College, Stand A","-33.83982179","151.16673826","","G211042","0","Level 0",""
"211044","211044","Woolwich Rd Opp IRT Woolwich","-33.83968335","151.16577056","","G211046","0","Level 0",""
"211046","211046","IRT Woolwich, Woolwich Rd","-33.83947914","151.16541512","","G211046","0","Level 0",""
"211047","211047","Woolwich Rd At Vernon St","-33.83905636","151.16219854","","G211047","0","Level 0",""
"211048","211048","Woolwich Rd At Glenview Rd","-33.83912357","151.16154317","","G211048","0","Level 0",""
"211049","211049","Woolwich Rd Opp Hunters Hill Tennis Club","-33.83862734","151.15996425","","G211049","0","Level 0",""
"211050","211050","Hunters Hill Tennis Club, Woolwich Rd","-33.83881296","151.16007044","","G211050","0","Level 0",""
"211051","211051","Woolwich Rd At Wybalena Rd","-33.83836069","151.15825613","","G211051","0","Level 0",""
"211052","211052","Woolwich Rd At Crescent St","-33.83828534","151.15861959","","G211052","0","Level 0",""
"211053","211053","Woolwich Rd At Passy Av","-33.83763672","151.15648265","","G211053","0","Level 0",""
"211054","211054","All Saints' Church, Ferry St","-33.83551963","151.15620724","","G211054","0","Level 0",""
"211055","211055","Ferry St Opp All Saints' Church","-33.83534482","151.15604761","","G211055","0","Level 0",""
"211056","211056","Hunters Hill Post Office, Alexandra St","-33.83470087","151.15377064","","G211056","0","Level 0",""
"211057","211057","Alexandra St Opp Hunters Hill Post Office","-33.83481345","151.15390566","","G211057","0","Level 0",""
"211058","211058","Hunters Hill Community Church, Alexandra St","-33.83447584","151.15216180","","G211058","0","Level 0",""
"211059","211059","Hunters Hill Public School, Alexandra St","-33.83453546","151.15146289","","G211059","0","Level 0",""
"211060","211060","Church St Before Mount St","-33.83478806","151.14931574","","G211060","0","Level 0",""
"211061","211061","Church St Before Moorefield Av","-33.83490618","151.14901914","","G211061","0","Level 0",""
"211062","211062","C A Fairland Hall, Church St","-33.83446600","151.14710839","","G211062","0","Level 0",""
"211063","211063","Church St Opp C A Fairland Hall","-33.83466991","151.14747455","","G211063","0","Level 0",""
"211064","211064","Park Rd Before Princes St","-33.82318204","151.13997740","","G211064","0","Level 0",""
"211065","211065","Park Rd After Princes St","-33.82309462","151.13989761","","G211065","0","Level 0",""
"211066","211066","Park Rd At High St","-33.82193327","151.14067279","","G211066","0","Level 0",""
"211067","211067","High St At Park Rd","-33.82164759","151.14059422","","G211067","0","Level 0",""
"211069","211069","Barons Cres Opp Gaza Av","-33.82045542","151.14362408","","G211069","0","Level 0",""
"211070","211070","Barons Cres Before Gaza Av","-33.82096446","151.14402650","","G211070","0","Level 0",""
"211071","211071","Barons Cres After Thorn St","-33.82201599","151.14490855","","G211071","0","Level 0",""
"211073","211073","Barons Cres Opp Meyers Av","-33.82365100","151.14505235","","G211073","0","Level 0",""
"211074","211074","High St At Blaxland St","-33.82088377","151.13865739","","G211074","0","Level 0",""
"211077","211077","High St At Pittwater Rd","-33.81979077","151.13632689","","G211077","0","Level 0",""
"211078","211078","Boronia Park Public School, Pittwater Rd","-33.82169352","151.13466981","","G211078","0","Level 0",""
"211079","211079","Pittwater Rd At Ryde Rd","-33.82447969","151.13273137","","G211079","0","Level 0",""
"211080","211080","Pittwater Rd At Aston St","-33.82608473","151.13162117","","G211080","0","Level 0",""
"211082","211082","Mary St At John St","-33.83151874","151.13749725","","G211082","0","Level 0",""
"211084","211084","Mark St After Mary St","-33.83017712","151.13827462","","G211084","0","Level 0",""
"211085","211085","Villa Maria Primary School, Mark St","-33.83039698","151.13977514","","G211085","0","Level 0",""
"211086","211086","Mark St Before Mary St","-33.83034768","151.13829365","","G211086","0","Level 0",""
"211087","211087","Mark St Opp Villa Maria Primary School","-33.83044462","151.13916204","","G211085","0","Level 0",""
"211088","211088","Ryde Rd Before Park Rd","-33.82622644","151.13732824","","G211088","0","Level 0",""
"211089","211089","Woolwich Wharf, Valentia St","-33.83847593","151.17614204","","211099","0","Level 0",""
"211090","211090","Woolwich Rd At Ferry St","-33.83728403","151.15572054","","G211090","0","Level 0",""
"211091","211091","Gladesville Rd Opp Johnson St","-33.83251816","151.13671414","","G211091","0","Level 0",""
"211092","211092","High St At Blaxland St","-33.82055963","151.13838267","","G211074","0","Level 0",""
"211094","211094","Park Rd At Ramleh St","-33.82025649","151.14203838","","G211094","0","Level 0",""
"211095","211095","Park Rd Opp Ramleh St","-33.82001579","151.14196199","","G211095","0","Level 0",""
"211099","","Woolwich Wharf","-33.83859616","151.17605072","1","","0","",""
"2111100","2111100","Monash Rd After Victoria Rd","-33.82344072","151.12394767","","G2111118","0","Level 0",""
"2111101","2111101","Morrison Rd After Tennyson Rd","-33.82811622","151.11778117","","G2111101","0","Level 0",""
"2111102","2111102","Morrison Rd At Tennyson Rd","-33.82802804","151.11799286","","G2111102","0","Level 0",""
"2111104","2111104","Bremner Park, Morrison Rd","-33.82649205","151.11569511","","G2111104","0","Level 0",""
"2111105","2111105","Morrison Rd At Bayview St","-33.82690476","151.11601721","","G2111105","0","Level 0",""
"2111106","2111106","Morrison Rd After Western Cres","-33.83086106","151.12164861","","G2111106","0","Level 0",""
"2111107","2111107","Morrison Rd Before Western Cres","-33.83083374","151.12138817","","G2111106","0","Level 0",""
"2111108","2111108","Morrison Rd At Champion Rd","-33.82895526","151.11909543","","G2111108","0","Level 0",""
"2111114","2111114","Morrison Rd Opp Champion Rd","-33.82922148","151.11975600","","G2111114","0","Level 0",""
"2111115","2111115","Morrison Rd At Meriton St","-33.83444923","151.12535174","","G2111115","0","Level 0",""
"2111116","2111116","Meriton St At Victoria Rd","-33.83367144","151.12678269","","G2111116","0","Level 0",""
"2111117","2111117","Ross St At Blair St","-33.83180574","151.12384256","","G2111117","0","Level 0",""
"2111118","2111118","Monash Rd Before Victoria Rd","-33.82341442","151.12419470","","G2111118","0","Level 0",""
"2111119","2111119","Gerard St Opp Evan St","-33.82768888","151.12408720","","G2111119","0","Level 0",""
"211112","211112","Victoria Rd Opp Weaver St","-33.82140765","151.12035221","","G211112","0","Level 0",""
"2111120","2111120","Western Cres At Tyrell St","-33.82854618","151.12243342","","G2111120","0","Level 0",""
"211114","211114","Victoria Rd At Monash Rd","-33.82385200","151.12404302","","G211114","0","Level 0",""
"211115","211115","Victoria Rd At Westminster Rd","-33.82528892","151.12606616","","G211115","0","Level 0",""
"211116","211116","Victoria Rd Opp Gerard St","-33.82781307","151.12656549","","G211116","0","Level 0",""
"211117","211117","GladesHill Presbyterian Church, Victoria Rd","-33.82983168","151.12682459","","G211117","0","Level 0",""
"211118","211118","Victoria Rd Before Cowell St","-33.83240803","151.12711055","","G211118","0","Level 0",""
"211120","211120","Victoria Rd After Batemans Rd","-33.83532215","151.12807143","","G211120","0","Level 0",""
"211121","211121","Victoria Rd Opp Gladesville Hospital","-33.83667408","151.12993968","","G211121","0","Level 0",""
"211122","211122","Victoria Rd At Salter St","-33.83780807","151.13293121","","G211122","0","Level 0",""
"211123","211123","Victoria Rd After Salter St","-33.83896063","151.13456322","","G211123","0","Level 0",""
"211124","211124","Victoria Rd Opp Gladesville Reserve","-33.83983537","151.13775833","","G211124","0","Level 0",""
"211125","211125","Victoria Rd Opp Riverside Girls High School","-33.83866266","151.14208548","","G211125","0","Level 0",""
"211126","211126","Riverside Girls High School, Victoria Rd","-33.83908698","151.14179286","","G211126","0","Level 0",""
"211127","211127","Riverside Girls High School, Huntleys Point Rd, Stand 1","-33.83987908","151.13994156","","G211127","0","Level 0",""
"211130","211130","Riverside Girls High School, Huntleys Point Rd, Stand 2","-33.84059895","151.14050542","","G211130","0","Level 0",""
"211133","211133","Riverside Girls High School, Huntleys Point Rd, Stand 3","-33.84045690","151.14017462","","G211133","0","Level 0",""
"211135","211135","Riverside Girls High School, Huntleys Point Rd, Stand 4","-33.83995794","151.13974021","","G211135","0","Level 0",""
"211136","211136","Gladesville Reserve, Victoria Rd","-33.84023462","151.13687060","","G211136","0","Level 0",""
"211137","211137","Gladesville Hospital, Victoria Rd","-33.83905927","151.13430884","","G211137","0","Level 0",""
"211138","211138","Victoria Rd Opp Salter St","-33.83807039","151.13290067","","G211138","0","Level 0",""
"211139","211139","Gladesville Hospital, Victoria Rd","-33.83696407","151.13015880","","G211139","0","Level 0",""
"211140","211140","Victoria Rd At Pearson St","-33.83474434","151.12756853","","G211140","0","Level 0",""
"211142","211142","Trim Place, Victoria Rd","-33.83197808","151.12676595","","G211142","0","Level 0",""
"211143","211143","Victoria Rd After Hepburn Av","-33.82873569","151.12645874","","G211143","0","Level 0",""
"211144","211144","Victoria Rd At Osgathorpe Rd","-33.82633350","151.12608404","","G211144","0","Level 0",""
"211145","211145","Victoria Rd Before Tennyson Rd","-33.82323649","151.12251283","","G211145","0","Level 0",""
"211146","211146","47 Buffalo Rd","-33.81813622","151.12252677","","G211146","0","Level 0",""
"211147","211147","Buffalo Rd At Nelson St","-33.81949727","151.12439497","","G211147","0","Level 0",""
"211148","211148","Buffalo Rd At Owen St","-33.82077162","151.12589202","","G211148","0","Level 0",""
"211149","211149","Buffalo Rd Opp Nelson St","-33.81934979","151.12395607","","G211147","0","Level 0",""
"211150","211150","Higginbotham Rd Opp Nelson St","-33.81837442","151.12590625","","G211150","0","Level 0",""
"211151","211151","Thompson St After Monash Rd","-33.81912029","151.12892156","","G211151","0","Level 0",""
"211152","211152","Thompson St At Westminster Rd","-33.81992319","151.13050391","","G211155","0","Level 0",""
"211153","211153","Thompson St At The Strand","-33.82063719","151.13204963","","G211153","0","Level 0",""
"211154","211154","Thompson St Opp The Strand","-33.82055560","151.13152753","","G211154","0","Level 0",""
"211155","211155","Thompson St At Westminster Rd","-33.81999949","151.13037805","","G211155","0","Level 0",""
"211156","211156","Thompson St At Monash Rd","-33.81915885","151.12857797","","G211151","0","Level 0",""
"211157","211157","Higginbotham Rd At Lyndhurst St","-33.81870253","151.12633224","","G211157","0","Level 0",""
"211159","211159","High St After Pittwater Rd","-33.81980544","151.13669463","","G211077","0","Level 0",""
"211160","211160","Pittwater Rd Before Thompson St","-33.82215457","151.13408750","","G211160","0","Level 0",""
"211161","211161","Pittwater Rd At Ryde Rd","-33.82440560","151.13252268","","G211079","0","Level 0",""
"211162","211162","Pittwater Rd Opp Aston St","-33.82616646","151.13133362","","G211162","0","Level 0",""
"211163","211163","Pittwater Rd At Auburn St","-33.82834870","151.12993809","","G211163","0","Level 0",""
"211164","211164","Pittwater Rd Opp Auburn St","-33.82812670","151.12984103","","G211164","0","Level 0",""
"211165","211165","GladesHill Presbyterian Church, Pittwater Rd","-33.82977835","151.12734025","","G211166","0","Level 0",""
"211166","211166","Pittwater Rd Opp GladesHill Presbyterian Church","-33.83006372","151.12715965","","G211166","0","Level 0",""
"211167","211167","Jordan St Opp Christ Church Gladesville","-33.83032294","151.12614646","","G211167","0","Level 0",""
"211168","211168","Prince Edward Rd After Manning Rd","-33.83631035","151.13164971","","G211168","0","Level 0",""
"211170","211170","Prince Edward St At Isler St","-33.83521976","151.13327068","","G211170","0","Level 0",""
"211173","211173","Prince Edward St Opp Tarban Creek Reserve","-33.83267166","151.13402236","","G211173","0","Level 0",""
"211177","211177","Monash Rd At Buffalo Rd","-33.82084601","151.12662968","","G211177","0","Level 0",""
"211178","211178","Monash Rd Opp Buffalo Rd","-33.82145237","151.12628101","","G211178","0","Level 0",""
"211180","211180","Monash Rd Before Diggers Av","-33.81943382","151.12817020","","G211180","0","Level 0",""
"211181","211181","62 Higginbotham Rd","-33.81678127","151.12424279","","G211181","0","Level 0",""
